id,x,y,v,vold
38,153.042907714843750,-663.841796875000000,17.105281829833984,13.105281829833984
39,158.948272705078125,-662.301086425781250,17.029613494873047,13.029613494873047
40,165.444442749023438,-659.927185058593750,16.777862548828125,12.777862548828123
41,171.775115966796875,-656.992248535156250,16.539254188537598,12.539254188537598
42,178.078552246093750,-653.433288574218750,16.602684020996094,12.602684020996094
43,188.298751831054688,-646.097900390625000,16.492102622985840,12.492102622985840
44,197.159896850585938,-637.579711914062500,16.357574462890625,12.357574462890623
45,205.108200073242188,-627.314147949218750,16.997750282287598,12.997750282287598
46,212.404998779296989,-614.961181640625000,15.672763824462891,12.672763824462891
47,217.310699462890625,-603.668518066406250,14.510746955871582,12.510746955871582
48,218.971984863281250,-598.231506347656250,14.506834030151367,12.506834030151367
49,220.533218383789062,-591.060363769531250,14.600782394409180,12.600782394409180
50,222.356826782226562,-576.057556152343750,18.737916946411133,14.737916946411133
51,223.331710815429688,-558.134033203125000,19.362752914428711,17.362752914428711
52,224.235488891601562,-519.707397460937500,21.188243865966797,19.188243865966797
53,228.272781372070312,-472.852386474609375,16.730587959289551,14.730587959289551
54,228.367141723632812,-461.275848388671875,17.076212882995605,15.076212882995605
55,227.708557128906250,-450.005706787109375,14.626109123229980,14.626109123229980
56,226.119979858398438,-437.016448974609375,14.658580780029297,14.658580780029297
57,224.015090942382812,-426.182952880859375,15.313778877258301,13.813778877258301
58,222.326492309570312,-420.316467285156250,15.191184997558594,13.691184997558594
59,220.107452392578125,-414.554595947265625,14.744235992431641,13.244235992431641
60,217.500549316406250,-409.415374755859375,14.649854660034180,13.149854660034180
61,214.217788696289062,-404.488494873046875,14.358858108520508,12.858858108520508
62,210.538391113281250,-400.330383300781250,14.278132438659668,12.778132438659668
63,207.303436279296875,-397.502838134765625,14.122180938720703,12.622180938720703
64,202.646163940429688,-394.460021972656250,14.061682701110840,12.561682701110840
65,198.976669311523438,-392.832305908203125,13.964185714721680,12.464185714721680
66,193.613479614257812,-391.498321533203125,13.891119956970215,12.391119956970215
67,189.412460327148438,-391.214447021484375,13.840741157531738,12.340741157531738
68,183.948928833007812,-391.839202880859375,13.770516395568848,12.270516395568848
69,179.784759521484375,-393.110961914062500,13.754957199096680,12.254957199096680
70,176.016754150390625,-394.899719238281250,13.725090026855469,12.225090026855469
71,171.587280273437500,-397.967071533203125,13.692609786987305,12.192609786987305
72,167.759918212890625,-401.694061279296875,13.695462226867676,12.195462226867676
73,164.454254150390625,-406.014953613281250,13.643997192382812,12.143997192382812
74,160.457504272460938,-413.223297119140625,13.654642105102541,12.154642105102541
75,157.717422485351562,-420.668579101562500,13.666334152221680,12.166334152221680
76,155.831024169921875,-430.045684814453125,13.493753433227541,12.993753433227541
77,154.875961303710938,-440.870239257812500,14.799496650695801,14.799496650695801
78,154.666961669921875,-451.139434814453125,15.774871826171875,15.774871826171877
79,155.000427246093750,-461.347869873046875,16.062397003173828,16.062397003173828
80,158.073059082031250,-500.407104492187500,17.129713058471680,17.129713058471680
81,159.333526611328125,-525.781555175781250,17.001739501953125,17.001739501953125
82,159.097335815429688,-541.279235839843750,14.833013534545898,14.833013534545898
83,157.477752685546875,-552.983520507812500,13.972609519958496,13.972609519958496
84,155.723922729492188,-558.648132324218750,13.831163406372070,13.831163406372070
85,153.017974853515625,-564.132812500000000,13.383444786071777,13.383444786071777
86,149.570678710937500,-568.675659179687500,13.169496536254883,13.169496536254883
87,144.834365844726562,-572.594665527343750,12.961885452270508,12.961885452270508
88,139.590377807617188,-574.994995117187500,12.724288940429688,12.724288940429688
89,135.442077636718750,-575.805969238281250,12.648302078247070,12.648302078247070
90,131.085189819335938,-575.746582031250000,12.558211326599121,12.558211326599123
91,125.928413391113281,-574.438415527343750,12.440214157104492,12.440214157104492
92,122.404075622558594,-572.641723632812500,12.490326881408691,12.490326881408691
93,119.122825622558594,-570.114685058593750,12.416663169860840,12.416663169860840
94,115.327438354492003,-565.815795898437500,12.216408729553223,12.216408729553223
95,112.986289978027344,-561.950866699218750,12.634004592895508,12.634004592895508
96,109.996070861816406,-554.797241210937500,14.074625015258791,13.074625015258791
97,105.818611145019531,-542.420166015625000,12.730319976806641,11.730319976806641
98,102.241127014160156,-533.506835937500000,14.277670860290527,13.277670860290527
99,96.235504150390625,-520.408081054687500,16.652843475341797,15.652843475341797
100,78.895195007324219,-485.128265380859375,15.221943855285645,14.221943855285645
101,75.882423400878906,-477.882904052734375,14.775317192077637,13.775317192077637
102,73.168609619140625,-469.291625976562500,15.660566329956055,14.660566329956055
103,70.111206054687500,-456.168334960937500,18.456315994262695,16.456315994262695
104,67.139747619628906,-438.863037109375000,21.392337799072266,19.392337799072266
105,64.977439880371094,-421.563110351562500,22.795719146728516,20.795719146728516
106,64.120269775390625,-408.627075195312500,20.265981674194336,18.265981674194336
107,64.173393249511719,-399.203826904296875,18.267917633056641,16.267917633056641
108,64.955741882324219,-390.484283447265625,16.931928634643555,14.931928634643555
109,66.857070922851562,-379.676391601562500,18.057300567626953,15.057300567626953
110,70.057983398437500,-366.228973388671875,18.870679855346680,14.870679855346680
111,74.601127624511719,-352.664672851562500,17.869184494018555,13.869184494018555
112,79.492675781250000,-343.153930664062500,15.365374565124512,13.365374565124512
113,82.992324829101562,-338.535919189453125,15.019295692443848,13.019295692443848
114,85.997245788574219,-335.553833007812500,14.964566230773926,12.964566230773926
115,89.352088928222656,-333.046936035156250,14.792065620422363,12.792065620422363
116,92.957397460937500,-331.068847656250000,14.840429306030273,12.840429306030273
117,98.293159484863281,-329.001861572265625,14.141246795654297,13.141246795654297
118,105.193588256835938,-327.500396728515625,14.068151473999023,13.068151473999023
119,118.624649047851562,-326.251708984375000,14.302901268005371,14.302901268005373
120,145.030914306640625,-324.906158447265625,14.587818145751953,14.587818145751953
121,154.522720336914062,-323.593688964843750,14.421648025512695,14.421648025512695
122,164.211349487304688,-321.365173339843750,14.499301910400391,14.499301910400391
123,173.048507690429688,-318.561676025390625,14.591465950012207,14.591465950012209
124,184.957031250000000,-313.906219482421875,14.385359764099121,14.385359764099123
125,223.629837036132812,-297.578125000000000,14.610819816589355,13.610819816589355
126,235.092742919921875,-291.541320800781250,15.068995475769041,13.068995475769041
127,241.221572875976562,-287.257812500000000,14.836892127990723,12.836892127990723
128,246.258972167968750,-282.774047851562500,14.741683959960938,12.741683959960938
129,250.774063110351562,-277.515136718750000,14.526473045349123,12.526473045349123
130,254.032409667968750,-272.489868164062500,14.489264488220215,12.489264488220215
131,256.473846435546875,-267.518066406250000,14.378014564514160,12.378014564514160
132,258.647064208984375,-260.801666259765625,14.322087287902832,12.322087287902832
133,259.568420410156250,-255.300079345703125,14.271779060363770,12.271779060363770
134,259.711914062500000,-248.184722900390625,14.218381881713867,12.218381881713867
135,259.056335449218750,-242.621063232421875,14.206551551818848,12.206551551818848
136,257.565551757812500,-236.135040283203125,14.270757675170898,12.270757675170898
137,252.270523071289062,-221.937988281250000,16.632272720336914,12.632272720336914
138,240.608352661132812,-197.141632080078125,17.718178749084473,13.718178749084473
139,218.980850219726562,-153.790664672851562,22.000932693481445,18.000932693481445
140,201.213760375976562,-119.445205688476562,20.993227005004883,16.993227005004883
141,170.602355957031250,-65.283706665039062,24.190158843994102,20.190158843994141
142,146.787368774414062,-21.745019912719727,20.702354431152344,16.702354431152344
143,124.210762023925781,20.368925094604492,19.481529235839844,15.481529235839844
144,115.626930236816406,37.509159088134766,14.489861488342285,14.489861488342285
145,109.704254150390625,51.794414520263672,13.991980552673340,13.991980552673340
146,106.346130371093750,63.158473968505859,13.312448501586914,13.312448501586914
147,105.192283630371094,72.124786376953125,12.984511375427246,12.984511375427246
148,105.389564514160156,76.420425415039062,12.867553710937500,12.867553710937500
149,106.235366821289062,80.614959716796875,12.736753463745117,12.736753463745117
150,107.703201293945312,84.339294433593750,12.609383583068848,12.609383583068848
151,109.738647460937500,87.588554382324219,12.504709243774414,12.504709243774414
152,112.716148376464844,90.710586547851562,12.431180953979492,12.431180953979492
153,116.335678100585938,93.139411926269531,12.393841743469238,12.393841743469238
154,120.205215454101562,94.668395996093750,12.359158515930176,12.359158515930176
155,122.983436584472656,95.237342834472656,12.329150199890137,12.329150199890137
156,126.984291076660156,95.371131896972656,12.292158126831055,12.292158126831055
157,131.272399902343750,94.748512268066406,12.425459861755371,12.425459861755373
158,137.776535034179688,92.388412475585938,12.327978134155273,12.327978134155273
159,162.579299926757812,80.636871337890625,13.482447624206543,13.482447624206541
160,191.310211181640625,68.511833190917969,14.898612976074219,12.898612976074219
161,200.194702148437500,63.937870025634766,15.641644477844238,12.641644477844238
162,207.363159179687500,59.412811279296875,15.482136726379395,12.482136726379395
163,214.041091918945312,54.236640930175781,15.367911338806152,12.367911338806152
164,219.965713500976562,48.420291900634766,15.699638366699219,12.699638366699219
165,225.542007446289062,41.550525665283203,15.838340759277344,12.838340759277344
166,231.355163574218750,32.802284240722656,15.990052223205566,12.990052223205566
167,235.546905517578125,25.269960403442383,16.405053138732910,13.405053138732910
168,239.605224609375000,16.756698608398438,17.402262687683105,14.402262687683105
169,251.170822143554688,-11.906894683837891,14.547624588012695,13.547624588012695
170,255.357498168945312,-19.676269531250000,14.153644561767578,13.153644561767578
171,259.501251220703125,-25.865644454956055,14.070644378662109,13.070644378662109
172,265.301727294921875,-32.834236145019531,13.839843750000000,12.839843750000000
173,272.707550048828125,-39.572048187255859,14.588392257690430,12.588392257690430
174,279.898284912109375,-44.238162994384766,14.425837516784668,12.425837516784668
175,287.364013671875000,-47.503845214843750,14.326106071472168,12.326106071472168
176,292.606506347656250,-49.001502990722656,14.295080184936523,12.295080184936523
177,297.844604492187500,-49.896366119384766,14.236381530761719,12.236381530761719
178,303.600677490234375,-50.175312042236328,14.207761764526367,12.207761764526367
179,309.033752441406250,-49.740039825439453,14.174466133117676,12.174466133117676
180,313.153259277343750,-48.894081115722656,14.162601470947266,12.162601470947266
181,317.919067382812500,-47.212909698486328,14.150657653808594,12.150657653808594
182,322.695739746093750,-44.603340148925781,14.149485588073730,12.149485588073730
183,325.913696289062500,-42.162811279296875,14.119071006774902,12.119071006774902
184,328.796295166015625,-39.244411468505859,14.171575546264648,12.171575546264648
185,331.893829345703125,-34.928710937500000,14.149290084838867,12.149290084838867
186,333.635925292968977,-31.560976028442383,14.115818977355959,12.115818977355959
187,335.537109375000000,-26.286777496337891,13.153958320617676,12.153958320617676
188,337.501037597656250,-15.594960212707520,13.156286239624023,12.156286239624023
189,337.736389160156250,-2.091328144073486,13.243656158447299,12.243656158447266
190,336.304046630859375,19.658475875854492,13.417641639709499,12.417641639709473
191,334.189392089843750,35.223709106445312,17.238887786865199,14.238887786865234
192,327.892272949218750,68.973670959472656,22.263950347900401,19.263950347900391
193,320.292419433593750,104.473434448242188,23.854963302612301,20.854963302612305
194,316.343658447265625,119.080039978027344,17.739046096801758,17.739046096801758
195,312.820434570312500,128.409484863281250,16.210674285888672,16.210674285888672
196,308.522766113281250,136.133590698242188,15.403922080993652,15.403922080993652
197,303.055419921875000,142.701126098632812,14.797024726867676,14.797024726867676
198,296.823913574218750,147.598312377929688,14.067813873291016,14.067813873291016
199,292.568572998046875,149.782928466796875,13.839963912963867,13.839963912963867
200,288.484558105468750,151.229339599609375,13.640473365783691,13.640473365783691
201,279.657073974609375,152.786712646484375,13.134849548339844,13.134849548339844
202,269.852355957031250,152.657424926757812,12.878360748291016,12.878360748291016
203,259.790893554687500,150.886322021484375,12.942642211914062,12.942642211914062
204,245.212890625000000,146.793869018554688,15.380677223205566,15.380677223205566
205,228.086364746093750,140.965042114257812,18.054782867431641,18.054782867431641
206,202.298049926757812,131.377853393554688,19.885993957519531,19.885993957519531
207,192.063720703125000,128.237030029296875,17.579204559326172,17.579204559326172
208,184.908432006835938,126.833984375000000,15.651216506958008,15.651216506958008
209,179.729873657226562,126.418548583984375,13.961944580078125,13.961944580078123
210,173.681320190429688,126.696517944335938,12.684378623962402,12.684378623962402
211,169.033203125000000,127.871833801269531,12.804982185363770,12.804982185363770
212,164.048477172851562,130.442733764648438,13.060592651367188,13.060592651367188
213,159.706161499023438,134.282073974609375,13.142591476440430,13.142591476440430
214,156.342254638671875,139.204452514648438,13.328576087951660,13.328576087951660
215,154.566955566406250,143.659683227539062,13.626996994018555,13.626996994018555
216,153.262069702148438,149.995391845703125,14.464034080505371,14.464034080505373
217,152.855987548828125,154.886917114257812,15.467234611511230,15.467234611511230
218,153.038574218750000,160.477111816406250,15.656919479370117,15.656919479370117
219,154.201385498046875,171.728942871093750,13.137138366699219,13.137138366699219
220,154.108367919921875,177.450119018554688,12.312489509582520,12.312489509582520
221,152.713973999023438,183.563781738281250,12.563951492309570,12.563951492309570
222,150.177658081054688,188.836914062500000,13.096228599548340,13.096228599548340
223,145.606506347656250,194.396163940429688,12.671038627624512,12.671038627624512
224,139.779876708984375,198.341369628906250,12.574883460998535,12.574883460998535
225,132.841262817382812,200.707336425781250,12.550861358642578,12.550861358642578
226,126.066909790039062,201.421524047851562,12.521216392517090,12.521216392517090
227,117.922714233398438,200.744766235351562,13.311694145202599,12.311694145202637
228,101.894332885742003,197.571517944335938,14.913009643554700,13.913009643554688
229,65.497634887695312,188.501205444335938,14.661819458007800,13.661819458007812
230,50.908161163330078,184.009521484375000,15.733761787414551,13.733761787414551
231,41.344978332519531,180.175186157226562,15.141915321350098,13.141915321350098
232,33.685039520263672,176.036682128906250,14.787039756774902,12.787039756774902
233,28.321424484252930,171.720581054687500,15.087863922119141,13.087863922119141
234,22.895565032958984,165.109054565429688,14.970791816711426,12.970791816711426
235,20.044471740722656,160.210861206054688,18.014266967773438,13.014266967773438
236,17.591268539428700,154.844329833984375,17.838077545166016,12.838077545166016
237,13.031660079956055,141.248077392578125,18.260674476623535,13.260674476623535
238,8.717382431030273,122.650390625000000,20.122381210327148,13.122381210327148
239,5.027304649353027,100.828788757324219,18.327965736389160,13.327965736389160
240,2.812343597412109,81.366401672363281,19.050773620605469,14.050773620605469
241,1.277265548706055,55.880195617675781,18.421290397644043,13.421290397644041
242,0.073378905653954,27.678670883178711,20.139549255371094,15.139549255371094
